"","extGene","wt.group","tgfb.group","shZ.group","CA1a.group"
"5677","FANCE",4,3,2,5
"5678","FANCF",1,7,4,4
"5679","FANCG",1,1,1,7
"5680","FANCI",4,7,2,7
"5681","FANCL",3,3,3,1
"5682","FANCM",3,1,2,4
"5683","FANK1",4,4,5,5
"5684","FAP",2,4,7,5
"5685","FAR1",5,4,3,3
"5686","FARP1",7,4,6,6
"5687","FARP2",6,3,3,3
"5688","FARS2",4,3,4,1
"5689","FARSA",4,7,2,7
"5690","FARSB",1,7,2,4
"5691","FAS",4,3,2,1
"5692","FAS-AS1",5,4,1,5
"5693","FASLG",3,1,6,4
"5694","FASN",5,4,6,5
"5695","FASTK",4,7,3,3
"5696","FASTKD1",3,1,1,4
"5697","FASTKD2",5,4,6,2
"5698","FASTKD3",5,1,7,2
"5699","FASTKD5",4,7,4,7
"5700","FAT1",5,3,7,3
"5701","FAT2",5,4,6,2
"5702","FAT3",2,6,6,5
"5703","FAT4",1,7,2,5
"5704","FATE1",3,6,4,5
"5705","FAU",4,7,2,7
"5706","FAXC",1,1,4,5
"5707","FAXDC2",5,3,6,5
"5708","FBF1",5,4,2,4
"5709","FBL",1,2,7,3
"5710","FBLIM1",5,4,7,6
"5711","FBLL1",1,4,6,5
"5712","FBLN1",5,4,6,5
"5713","FBLN2",5,6,7,5
"5714","FBLN5",1,2,4,6
"5715","FBLN7",5,5,6,5
"5716","FBN1",6,5,4,6
"5717","FBN2",1,5,6,6
"5718","FBN3",7,5,5,6
"5719","FBP1",5,4,6,2
"5720","FBP2",3,4,6,7
"5721","FBRS",7,1,7,6
"5722","FBRSL1",5,4,6,5
"5723","FBXL12",6,7,3,3
"5724","FBXL13",4,1,6,5
"5725","FBXL14",5,1,6,5
"5726","FBXL15",5,4,4,3
"5727","FBXL16",5,4,6,5
"5728","FBXL17",5,5,7,3
"5729","FBXL18",6,2,3,7
"5730","FBXL19",5,4,4,7
"5731","FBXL19-AS1",4,7,3,7
"5732","FBXL2",5,3,1,5
"5733","FBXL20",6,5,7,6
"5734","FBXL21",5,3,6,5
"5735","FBXL22",3,4,1,6
"5736","FBXL3",5,4,7,5
"5737","FBXL4",5,4,6,3
"5738","FBXL5",6,3,3,3
"5739","FBXL6",7,5,7,6
"5740","FBXL7",3,4,6,5
"5741","FBXL8",6,7,7,3
"5742","FBXO10",6,2,4,1
"5743","FBXO11",5,4,3,6
"5744","FBXO15",6,5,2,3
"5745","FBXO16",5,5,6,6
"5746","FBXO18",7,1,2,5
"5747","FBXO2",4,4,2,5
"5748","FBXO21",5,4,3,5
"5749","FBXO22",4,7,2,7
"5750","FBXO22-AS1",2,6,7,5
"5751","FBXO24",3,4,1,4
"5752","FBXO25",5,4,6,5
"5753","FBXO27",4,5,7,7
"5754","FBXO28",1,1,2,4
"5755","FBXO3",6,2,4,3
"5756","FBXO30",6,5,3,6
"5757","FBXO31",6,3,3,3
"5758","FBXO32",5,1,4,5
"5759","FBXO33",7,2,3,7
"5760","FBXO34",6,2,5,3
"5761","FBXO36",1,7,4,4
"5762","FBXO38",4,7,7,6
"5763","FBXO39",5,4,7,2
"5764","FBXO4",1,3,3,3
"5765","FBXO40",2,4,2,5
"5766","FBXO41",5,4,6,2
"5767","FBXO42",1,2,1,3
"5768","FBXO43",3,3,4,5
"5769","FBXO44",6,3,3,3
"5770","FBXO45",1,5,7,6
"5771","FBXO46",4,7,5,7
"5772","FBXO47",6,5,7,5
"5773","FBXO48",4,1,5,4
"5774","FBXO5",7,5,5,6
"5775","FBXO6",5,4,6,5
"5776","FBXO7",5,3,6,5
"5777","FBXO8",3,1,1,7
"5778","FBXO9",3,6,6,2
"5779","FBXW10",2,6,6,2
"5780","FBXW11",6,7,5,6
"5781","FBXW12",5,4,1,5
"5782","FBXW2",4,3,4,1
"5783","FBXW4",4,7,1,7
"5784","FBXW4P1",5,4,2,5
"5785","FBXW5",5,4,7,3
"5786","FBXW7",5,3,5,5
"5787","FBXW8",3,4,5,3
"5788","FBXW9",4,7,2,4
"5789","FCAMR",5,6,6,5
"5790","FCAR",2,6,3,2
"5791","FCER1A",2,6,6,2
"5792","FCER1G",5,3,2,5
"5793","FCER2",7,5,3,7
"5794","FCF1",5,3,4,3
"5795","FCGBP",5,1,6,5
"5796","FCGR1A",2,4,6,5
"5797","FCGR1B",2,4,6,5
"5798","FCGR1C",3,4,6,5
"5799","FCGR2A",5,4,6,5
"5800","FCGR2B",5,4,6,5
"5801","FCGR2C",5,4,6,5
"5802","FCGR3A",5,4,5,5
"5803","FCGR3B",2,4,6,2
"5804","FCGRT",5,4,2,5
"5805","FCHO1",7,4,7,2
"5806","FCHO2",7,7,2,6
"5807","FCHSD1",1,7,1,7
"5808","FCHSD2",1,1,4,7
"5809","FCN1",5,4,1,5
"5810","FCN2",4,4,1,3
"5811","FCN3",5,1,4,5
"5812","FCRL1",3,6,6,2
"5813","FCRL2",2,6,6,2
"5814","FCRL3",3,6,6,1
"5815","FCRL4",3,6,6,5
"5816","FCRL5",2,6,6,2
"5817","FCRL6",5,1,1,6
"5818","FCRLA",3,4,6,5
"5819","FCRLB",7,4,4,1
"5820","FDCSP",2,6,6,4
"5821","FDFT1",4,7,2,6
"5822","FDPS",1,1,1,1
"5823","FDX1",5,4,6,5
"5824","FDX1L",3,2,6,6
"5825","FDXACB1",1,7,3,3
"5826","FDXR",1,1,6,7
"5827","FECH",6,3,6,5
"5828","FEM1A",5,6,1,2
"5829","FEM1B",7,5,7,3
"5830","FEM1C",1,1,1,3
"5831","FEN1",7,3,6,1
"5832","FENDRR",5,4,6,5
"5833","FER",5,1,6,4
"5834","FER1L5",5,6,5,5
"5835","FER1L6",5,6,5,2
"5836","FER1L6-AS1",2,6,3,2
"5837","FERD3L",3,4,6,5
"5838","FERMT1",4,7,2,7
"5839","FERMT2",7,4,7,6
"5840","FERMT3",1,1,6,7
"5841","FES",1,4,7,1
"5842","FETUB",5,4,7,5
"5843","FEV",6,4,6,5
"5844","FEZ1",5,4,4,5
"5845","FEZ2",5,4,3,5
"5846","FEZF1",4,4,6,6
"5847","FEZF1-AS1",3,4,5,5
"5848","FEZF2",3,4,6,1
"5849","FFAR1",6,4,6,1
"5850","FFAR2",4,4,2,3
"5851","FFAR3",5,4,6,2
"5852","FFAR4",5,2,4,5
"5853","FGA",2,6,6,2
"5854","FGB",2,6,6,2
"5855","FGD1",7,3,1,3
"5856","FGD2",1,4,7,6
"5857","FGD3",1,1,6,4
"5858","FGD4",2,4,4,4
"5859","FGD5",1,1,4,2
"5860","FGD5-AS1",1,7,1,1
"5861","FGD5P1",5,1,4,6
"5862","FGD6",1,5,4,6
"5863","FGF10",5,4,6,6
"5864","FGF11",3,4,6,2
"5865","FGF13",7,5,6,5
"5866","FGF13-AS1",4,3,4,2
"5867","FGF14",5,6,6,5
"5868","FGF14-AS2",5,4,6,1
"5869","FGF16",5,4,6,5
"5870","FGF17",4,4,4,1
"5871","FGF18",7,4,6,5
"5872","FGF19",5,4,3,3
"5873","FGF2",4,5,7,5
"5874","FGF20",3,4,6,2
"5875","FGF21",5,4,6,1
"5876","FGF22",7,5,7,5
"5877","FGF23",4,4,7,3
"5878","FGF3",5,4,6,2
"5879","FGF4",5,5,3,6
"5880","FGF5",6,2,5,7
"5881","FGF6",5,4,3,5
"5882","FGF7",2,6,6,2
"5883","FGF8",5,4,6,5
"5884","FGF9",6,4,6,3
"5885","FGFBP1",5,4,7,5
"5886","FGFBP2",5,2,6,6
"5887","FGFBP3",3,1,6,1
"5888","FGFR1",1,1,1,1
"5889","FGFR1OP",7,4,7,6
"5890","FGFR1OP2",1,7,3,1
"5891","FGFR2",5,4,6,5
"5892","FGFR3",5,5,6,5
"5893","FGFR4",7,5,4,6
"5894","FGFRL1",5,1,4,1
"5895","FGG",5,6,6,5
"5896","FGGY",4,4,7,4
"5897","FGL1",2,4,5,2
"5898","FGL2",3,4,6,5
"5899","FGR",6,4,7,1
"5900","FH",4,1,7,2
"5901","FHAD1",1,4,3,6
"5902","FHDC1",5,6,6,7
"5903","FHIT",1,7,2,4
"5904","FHL1",7,4,7,5
"5905","FHL2",1,1,3,1
"5906","FHL3",5,2,4,6
"5907","FHL5",2,6,5,2
"5908","FHOD1",4,7,2,1
"5909","FHOD3",5,4,6,5
"5910","FIBCD1",5,4,5,5
"5911","FIBIN",1,1,1,5
"5912","FIBP",6,2,3,3
"5913","FICD",7,4,7,6
"5914","FIG4",1,1,7,4
"5915","FIGF",2,6,4,4
"5916","FIGLA",5,6,6,5
"5917","FIGN",6,3,2,3
"5918","FIGNL1",5,7,1,7
"5919","FIGNL2",5,4,6,5
"5920","FILIP1",2,6,6,2
"5921","FILIP1L",3,2,6,5
"5922","FIS1",4,7,2,7
"5923","FITM1",5,4,7,5
"5924","FITM2",1,1,7,3
"5925","FIZ1",4,7,5,1
"5926","FJX1",6,3,3,3
"5927","FKBP10",6,2,7,6
"5928","FKBP11",5,4,4,5
"5929","FKBP14",6,3,3,3
"5930","FKBP15",6,2,1,6
"5931","FKBP1A",5,4,5,7
"5932","FKBP1AP1",5,4,3,2
"5933","FKBP1B",5,1,5,5
"5934","FKBP2",6,3,4,6
"5935","FKBP3",5,3,3,5
"5936","FKBP4",5,4,6,5
"5937","FKBP5",6,4,6,5
"5938","FKBP6",7,5,5,5
"5939","FKBP7",7,5,7,6
"5940","FKBP8",5,4,4,5
"5941","FKBP9",6,3,3,3
"5942","FKBPL",5,1,2,4
"5943","FKRP",7,4,7,6
"5944","FKSG29",2,6,6,2
"5945","FKTN",4,7,6,5
"5946","FLAD1",3,1,1,4
"5947","FLCN",1,3,3,1
"5948","FLG",2,6,7,2
"5949","FLG2",2,6,6,2
"5950","FLI1",5,4,7,7
"5951","FLI1-AS1",5,4,6,2
"5952","FLII",6,3,5,3
"5953","FLJ10038",5,5,7,6
"5954","FLJ11235",7,3,6,7
"5955","FLJ12825",5,3,2,1
"5956","FLJ13197",7,4,6,5
"5957","FLJ13224",7,2,3,6
"5958","FLJ14107",5,1,6,3
"5959","FLJ16171",2,4,5,5
"5960","FLJ16341",7,4,2,6
"5961","FLJ16779",7,4,7,5
"5962","FLJ20021",4,7,1,7
"5963","FLJ20518",2,6,5,2
"5964","FLJ21408",5,1,1,5
"5965","FLJ22184",5,4,6,2
"5966","FLJ22447",5,4,5,5
"5967","FLJ22763",2,6,6,2
"5968","FLJ23867",7,2,4,5
"5969","FLJ25758",3,4,5,7
"5970","FLJ26245",4,1,1,1
"5971","FLJ26850",4,4,7,5
"5972","FLJ27352",7,2,1,6
"5973","FLJ27354",5,4,7,7
"5974","FLJ30403",7,7,7,1
"5975","FLJ30679",6,2,4,3
"5976","FLJ31104",1,7,2,1
"5977","FLJ31662",2,6,3,2
"5978","FLJ31813",5,2,6,5
"5979","FLJ33360",3,4,5,4
"5980","FLJ33581",2,6,6,2
"5981","FLJ33630",4,1,1,7
"5982","FLJ34503",7,4,5,3
"5983","FLJ35282",2,6,6,2
"5984","FLJ36000",5,4,6,5
"5985","FLJ36777",6,2,1,3
"5986","FLJ37035",4,7,2,6
"5987","FLJ37201",2,6,6,2
"5988","FLJ37453",5,4,6,5
"5989","FLJ37505",2,6,1,2
"5990","FLJ38576",1,4,4,5
"5991","FLJ40288",2,4,6,5
"5992","FLJ40292",7,6,3,6
"5993","FLJ41200",3,4,2,5
"5994","FLJ41278",2,6,6,2
"5995","FLJ41350",5,4,6,4
"5996","FLJ41941",3,6,6,2
"5997","FLJ42102",2,6,6,2
"5998","FLJ42351",5,1,3,2
"5999","FLJ42393",5,2,3,2
"6000","FLJ42627",5,4,6,5
"6001","FLJ42875",5,4,4,5
"6002","FLJ42969",5,5,4,6
"6003","FLJ43879",5,4,6,5
"6004","FLJ44313",5,4,2,5
"6005","FLJ44511",5,1,4,5
"6006","FLJ44635",2,6,3,5
"6007","FLJ45079",5,5,7,5
"6008","FLJ45513",5,4,5,5
"6009","FLJ45974",4,4,2,3
"6010","FLJ46066",2,6,6,2
"6011","FLJ46284",2,6,6,2
"6012","FLJ46300",5,4,3,1
"6013","FLJ46361",3,6,1,5
"6014","FLNA",1,4,7,5
"6015","FLNB",4,7,6,1
"6016","FLNC",1,5,6,5
"6017","FLOT1",1,3,1,7
"6018","FLOT2",4,2,3,5
"6019","FLRT1",5,4,7,3
"6020","FLRT2",1,7,1,7
"6021","FLRT3",2,6,2,2
"6022","FLT1",5,4,6,5
"6023","FLT3",5,4,6,5
"6024","FLT3LG",6,2,3,1
"6025","FLT4",6,4,3,5
"6026","FLVCR1",6,2,3,3
"6027","FLVCR1-AS1",6,5,2,7
"6028","FLVCR2",1,7,3,5
"6029","FLYWCH1",7,5,3,5
"6030","FLYWCH2",1,3,3,3
"6031","FMN2",3,3,6,5
"6032","FMNL1",5,4,6,5
"6033","FMNL2",1,4,4,5
"6034","FMNL3",5,4,6,5
"6035","FMO1",2,6,6,2
"6036","FMO2",2,6,6,2
"6037","FMO3",3,4,7,5
"6038","FMO4",2,6,6,2
"6039","FMO5",1,5,1,5
"6040","FMO6P",2,6,6,2
"6041","FMO9P",2,6,6,2
"6042","FMOD",5,4,3,2
"6043","FMR1",7,2,4,5
"6044","FMR1-AS1",2,6,5,2
"6045","FMR1NB",3,6,6,5
"6046","FN1",4,5,1,7
"6047","FN3K",7,5,4,1
"6048","FN3KRP",6,5,2,6
"6049","FNBP1",5,5,7,5
"6050","FNBP1L",6,5,4,3
"6051","FNBP4",5,4,6,5
"6052","FNDC1",7,4,6,5
"6053","FNDC3A",5,4,2,6
"6054","FNDC3B",5,4,1,5
"6055","FNDC4",5,2,7,5
"6056","FNDC5",5,4,3,5
"6057","FNDC7",2,6,3,2
"6058","FNDC8",3,4,2,5
"6059","FNDC9",3,6,6,5
"6060","FNIP2",7,4,7,5
"6061","FNTA",6,2,3,7
"6062","FOLH1",3,4,6,2
"6063","FOLH1B",2,6,4,2
"6064","FOLR1",5,4,7,3
"6065","FOLR2",3,4,6,5
"6066","FOLR3",5,4,6,6
"6067","FOLR4",5,6,6,2
"6068","FOPNL",5,1,3,5
"6069","FOS",7,5,4,7
"6070","FOSB",6,3,4,1
"6071","FOSL1",5,2,5,6
"6072","FOSL2",5,1,4,1
"6073","FOXA1",4,4,3,7
"6074","FOXA3",1,3,3,3
"6075","FOXB1",6,4,7,5
"6076","FOXB2",7,4,6,5
"6077","FOXC1",1,1,4,1
"6078","FOXC2",1,1,2,6
"6079","FOXD1",7,2,2,3
"6080","FOXD2",7,4,7,5
"6081","FOXD2-AS1",3,4,3,5
"6082","FOXD3",5,4,6,6
"6083","FOXE1",7,4,6,6
"6084","FOXE3",5,4,6,5
"6085","FOXF1",5,4,1,5
"6086","FOXF2",5,4,6,5
"6087","FOXG1",5,4,6,5
"6088","FOXH1",5,4,2,6
"6089","FOXI1",5,4,7,7
"6090","FOXI2",3,4,6,5
"6091","FOXI3",5,4,6,5
"6092","FOXJ1",6,2,3,6
"6093","FOXJ2",7,1,4,1
"6094","FOXJ3",7,5,3,3
"6095","FOXK1",5,4,6,5
"6096","FOXK2",5,4,6,5
"6097","FOXL1",5,4,3,5
"6098","FOXL2",7,5,7,6
"6099","FOXM1",1,5,7,6
"6100","FOXN1",4,5,7,5
"6101","FOXN2",1,2,3,1
"6102","FOXN3-AS1",1,4,6,5
"6103","FOXN3-AS2",5,6,6,5
"6104","FOXN4",5,4,6,1
"6105","FOXO1",5,4,6,5
"6106","FOXO3",7,5,6,6
"6107","FOXO4",1,4,5,1
"6108","FOXP2",2,6,1,2
"6109","FOXP3",2,4,2,6
"6110","FOXP4",6,2,3,6
"6111","FOXQ1",4,4,2,3
"6112","FOXR1",5,6,6,5
"6113","FOXR2",2,6,2,2
"6114","FOXRED1",6,5,5,6
"6115","FOXRED2",6,3,3,3
"6116","FOXS1",6,2,7,7
"6117","FPGS",6,2,3,3
"6118","FPGT-TNNI3K",5,4,4,5
"6119","FPR1",2,5,7,2
"6120","FPR2",2,4,5,2
"6121","FPR3",2,4,5,2
"6122","FRA10AC1",5,7,2,7
"6123","FRAS1",4,2,5,6
"6124","FRAT1",7,5,5,5
"6125","FRAT2",6,3,3,3
"6126","FREM2",6,3,6,3
"6127","FREM3",7,2,2,6
"6128","FRG1",7,1,4,1
"6129","FRG2B",5,4,6,5
"6130","FRK",3,1,1,2
"6131","FRMD3",7,4,7,1
"6132","FRMD4A",5,6,6,2
"6133","FRMD4B",4,5,3,7
"6134","FRMD5",4,4,5,6
"6135","FRMD6",6,2,1,6
"6136","FRMD6-AS1",4,7,7,6
"6137","FRMD6-AS2",3,6,3,2
"6138","FRMD7",2,6,4,5
"6139","FRMD8",6,1,3,1
"6140","FRMD8P1",3,6,6,1
"6141","FRMPD1",1,1,6,5
"6142","FRMPD2P1",5,4,6,5
"6143","FRMPD4",7,4,5,3
"6144","FRRS1",5,4,6,5
"6145","FRRS1L",3,4,6,5
"6146","FRS2",1,3,4,1
"6147","FRS3",1,1,3,1
"6148","FRY",1,7,2,7
"6149","FRYL",4,7,1,7
"6150","FRZB",7,6,4,4
"6151","FSCB",2,6,6,2
"6152","FSCN1",7,5,7,1
"6153","FSCN2",7,4,6,6
"6154","FSCN3",3,4,3,5
"6155","FSD1",7,4,3,5
"6156","FSD1L",6,2,2,3
"6157","FSD2",2,6,6,2
"6158","FSHB",2,6,3,2
"6159","FSHR",2,4,6,2
"6160","FSIP1",4,3,2,3
"6161","FSIP2",3,4,1,5
"6162","FST",5,4,6,5
"6163","FSTL1",5,4,6,6
"6164","FSTL3",7,1,4,6
"6165","FSTL4",7,4,7,5
"6166","FSTL5",7,7,2,3
"6167","FTCD",5,4,6,7
"6168","FTH1",6,2,3,6
"6169","FTH1P3",5,4,1,5
"6170","FTHL17",3,4,6,1
"6171","FTL",4,1,5,4
"6172","FTLP10",5,4,5,1
"6173","FTMT",5,4,6,5
"6174","FTO",6,7,5,4
"6175","FTSJ1",3,7,7,3
"6176","FTSJ2",7,3,7,1
"6177","FTSJ3",6,7,2,7
"6178","FTSJD1",1,7,2,7
"6179","FTSJD2",1,3,2,6
"6180","FTX",4,1,1,7
"6181","FUBP1",7,7,7,4
"6182","FUBP3",6,2,7,3
"6183","FUCA1",4,4,6,4
"6184","FUCA2",1,7,4,5
"6185","FUK",1,3,4,7
"6186","FUNDC1",3,4,2,5
"6187","FUNDC2",4,4,3,5
"6188","FUNDC2P2",5,4,6,2
"6189","FUOM",5,4,6,5
"6190","FURIN",5,1,7,7
"6191","FUS",1,1,2,6
"6192","FUT1",5,4,7,6
"6193","FUT10",1,7,1,7
"6194","FUT11",7,4,7,4
"6195","FUT2",1,1,1,1
"6196","FUT3",4,2,5,7
"6197","FUT4",5,6,6,5
"6198","FUT6",5,4,6,5
"6199","FUT7",7,4,3,3
"6200","FUT8",2,6,6,5
"6201","FUT8-AS1",1,1,4,1
"6202","FUT9",5,4,1,2
"6203","FUZ",3,3,5,5
"6204","FXN",3,4,3,5
"6205","FXR1",1,3,5,7
"6206","FXR2",5,2,3,6
"6207","FXYD1",7,4,1,1
"6208","FXYD3",6,1,5,6
"6209","FXYD4",5,4,6,5
"6210","FXYD5",6,2,3,7
"6211","FXYD6-FXYD2",5,6,6,5
"6212","FXYD7",5,4,6,1
"6213","FYCO1",1,3,4,1
"6214","FYN",3,6,7,2
"6215","FYTTD1",6,3,5,6
"6216","FZD1",3,4,5,5
"6217","FZD10",7,4,6,5
"6218","FZD10-AS1",7,4,6,5
"6219","FZD2",1,3,4,5
"6220","FZD3",6,2,3,3
"6221","FZD4",7,5,7,6
"6222","FZD5",4,7,4,5
"6223","FZD6",3,4,5,4
"6224","FZD7",1,1,4,7
"6225","FZD8",4,1,1,7
"6226","FZD9",5,3,6,5
"6227","FZR1",5,4,6,5
"6228","G0S2",5,4,3,5
"6229","G2E3",4,3,4,3
"6230","G3BP1",3,6,6,4
"6231","G3BP2",4,7,1,4
"6232","G6PC",2,4,4,5
"6233","G6PC2",2,6,3,2
"6234","G6PC3",1,1,1,1
"6235","G6PD",7,5,7,6
"6236","GAA",1,1,6,5
"6237","GAB1",1,7,2,1
"6238","GAB3",5,4,4,5
"6239","GAB4",5,4,6,5
"6240","GABARAP",4,2,2,7
"6241","GABARAPL1",1,1,4,7
"6242","GABARAPL2",4,5,3,7
"6243","GABARAPL3",5,4,6,5
"6244","GABBR1",4,7,2,7
"6245","GABBR2",5,4,6,5
"6246","GABPA",6,7,1,6
"6247","GABPB1",6,3,3,5
"6248","GABPB1-AS1",5,2,7,3
"6249","GABPB2",1,2,4,1
"6250","GABRA1",5,6,6,5
"6251","GABRA2",7,5,6,5
"6252","GABRA3",3,6,6,2
"6253","GABRA4",1,1,1,4
"6254","GABRA5",5,6,7,2
"6255","GABRA6",2,6,4,2
"6256","GABRB1",5,4,3,5
"6257","GABRB2",5,3,5,5
"6258","GABRD",5,4,6,5
"6259","GABRE",7,4,6,5
"6260","GABRG1",4,6,5,2
"6261","GABRG2",3,4,1,2
"6262","GABRG3",5,4,6,5
"6263","GABRP",3,4,5,5
"6264","GABRQ",5,4,5,5
"6265","GABRR2",3,6,6,5
"6266","GAD1",1,7,4,7
"6267","GAD2",5,4,6,5
"6268","GADD45A",1,1,1,3
"6269","GADD45B",1,1,3,1
"6270","GADD45G",1,4,4,5
"6271","GADD45GIP1",1,3,3,4
"6272","GADL1",5,6,6,2
"6273","GAGE10",4,6,5,7
"6274","GAK",6,3,4,6
"6275","GAL",5,4,6,5
"6276","GAL3ST1",4,1,1,3
"6277","GAL3ST2",5,1,1,6
"6278","GAL3ST3",5,4,7,5
"6279","GAL3ST4",5,1,4,3
"6280","GALC",5,4,6,2
"6281","GALK1",6,5,7,1
"6282","GALK2",4,7,3,3
"6283","GALM",5,4,4,5
"6284","GALNS",7,4,6,6
"6285","GALNT1",2,6,6,2
"6286","GALNT10",5,4,7,1
"6287","GALNT11",6,4,3,6
"6288","GALNT12",5,4,6,3
"6289","GALNT13",5,4,7,5
"6290","GALNT14",5,3,6,5
"6291","GALNT15",1,5,7,5
"6292","GALNT16",7,4,6,5
"6293","GALNT18",7,1,2,6
"6294","GALNT2",7,1,4,6
"6295","GALNT3",1,3,4,3
"6296","GALNT5",3,1,6,2
"6297","GALNT6",1,7,1,7
"6298","GALNT7",4,7,2,3
"6299","GALNT8",3,6,4,5
"6300","GALNT9",5,4,6,5
"6301","GALNTL5",5,4,6,5
"6302","GALNTL6",6,1,6,5
"6303","GALP",5,4,3,5
"6304","GALR1",5,4,6,5
"6305","GALR2",5,4,6,7
"6306","GALR3",4,5,5,3
"6307","GALT",4,7,2,7
"6308","GAMT",5,4,6,5
"6309","GAN",6,5,7,3
"6310","GANAB",7,6,7,6
"6311","GANC",6,2,1,3
"6312","GAP43",3,4,2,5
"6313","GAPDH",6,2,3,3
"6314","GAPDHS",5,4,2,5
"6315","GAPT",2,6,6,2
"6316","GAR1",5,4,6,4
"6317","GAREM",1,1,1,5
"6318","GAREML",5,4,6,5
"6319","GARNL3",3,6,6,1
"6320","GARS",1,2,5,6
"6321","GART",6,3,2,3
"6322","GAS1",5,5,1,5
"6323","GAS2",2,6,6,2
"6324","GAS2L1",7,5,3,6
"6325","GAS2L2",6,1,5,3
"6326","GAS2L3",1,7,2,7
"6327","GAS5-AS1",5,4,6,5
"6328","GAS6",5,4,6,5
"6329","GAS7",5,4,6,5
"6330","GAS8",5,5,2,6
"6331","GAST",4,2,2,7
"6332","GATA1",5,4,6,5
"6333","GATA2",5,4,6,6
"6334","GATA3",4,5,6,5
"6335","GATA3-AS1",7,2,5,3
"6336","GATA4",5,4,6,5
"6337","GATA5",5,4,6,5
"6338","GATA6",6,4,3,3
"6339","GATAD1",4,4,3,5
"6340","GATAD2A",1,2,5,1
"6341","GATAD2B",6,5,5,6
"6342","GATC",1,7,3,7
"6343","GATM",5,4,6,2
"6344","GATM-AS1",5,4,6,5
"6345","GATS",6,2,7,3
"6346","GATSL1",5,4,6,5
"6347","GATSL2",5,4,6,5
"6348","GBA2",6,3,3,3
"6349","GBA3",2,6,6,5
"6350","GBAS",5,3,3,5
"6351","GBE1",1,1,5,1
"6352","GBF1",3,7,7,4
"6353","GBP1",3,6,7,2
"6354","GBP1P1",2,6,6,2
"6355","GBP2",2,6,6,2
"6356","GBP3",3,6,4,4
"6357","GBP4",3,4,6,2
"6358","GBP5",5,4,6,5
"6359","GBP6",2,4,1,5
"6360","GBP7",2,6,6,2
"6361","GBX1",5,4,6,5
"6362","GBX2",5,4,6,5
"6363","GCA",1,4,2,7
"6364","GCAT",6,7,2,7
"6365","GCC1",4,3,1,3
"6366","GCC2",1,3,2,3
"6367","GCDH",7,5,2,6
"6368","GCFC2",1,3,5,1
"6369","GCG",2,6,6,2
"6370","GCGR",5,4,6,5
"6371","GCH1",1,7,7,3
"6372","GCHFR",6,7,2,1
"6373","GCKR",6,3,4,5
"6374","GCLC",5,3,7,5
"6375","GCLM",7,4,5,5
"6376","GCM1",2,4,2,2
"6377","GCM2",3,4,4,5
"6378","GCN1L1",7,5,3,5
"6379","GCNT1",1,1,4,1
"6380","GCNT2",5,4,1,7
"6381","GCNT3",3,4,6,5
"6382","GCNT4",2,6,5,5
"6383","GCNT7",2,6,7,2
"6384","GCOM1",5,4,4,5
"6385","GCSAM",3,4,7,2
"6386","GCSAML",2,4,1,2
"6387","GCSH",5,3,3,1
"6388","GCSHP3",5,4,6,7
"6389","GDA",3,6,5,5
"6390","GDAP1",3,1,6,7
"6391","GDAP1L1",4,6,3,5
"6392","GDAP2",6,2,2,7
"6393","GDE1",1,1,2,1
"6394","GDF10",5,4,6,3
"6395","GDF11",1,1,7,1
"6396","GDF15",4,4,1,1
"6397","GDF2",5,1,4,2
"6398","GDF3",3,6,6,4
"6399","GDF5",5,4,6,1
"6400","GDF6",5,4,6,5
"6401","GDF7",5,4,6,4
"6402","GDF9",3,6,2,4
"6403","GDI1",7,4,6,5
"6404","GDI2",4,5,5,6
"6405","GDNF",5,4,3,4
"6406","GDPD1",1,1,2,1
"6407","GDPD2",4,2,2,3
"6408","GDPD3",6,7,1,1
"6409","GDPD4",2,6,6,2
"6410","GDPD5",4,1,4,2
"6411","GDPGP1",7,1,7,6
"6412","GEM",4,1,2,7
"6413","GEMIN2",3,6,1,4
"6414","GEMIN4",5,6,7,6
"6415","GEMIN5",1,3,5,7
"6416","GEMIN6",5,1,6,4
"6417","GEMIN7",1,5,1,6
"6418","GEMIN8",5,2,3,2
"6419","GEMIN8P4",5,4,5,5
"6420","GEN1",6,2,7,6
"6421","GET4",7,4,6,6
"6422","GFAP",1,4,1,1
"6423","GFER",7,5,7,1
"6424","GFI1",5,3,5,3
"6425","GFI1B",1,1,1,1
"6426","GFM1",3,1,4,4
"6427","GFM2",6,1,7,3
"6428","GFOD1",5,3,3,5
"6429","GFOD2",6,2,4,3
"6430","GFPT1",1,1,4,7
"6431","GFPT2",7,5,3,5
"6432","GFRA1",4,4,6,5
"6433","GFRA2",4,4,6,5
"6434","GFRA3",5,4,6,5
"6435","GFRA4",5,3,6,5
"6436","GFRAL",2,6,6,2
"6437","GGA1",7,5,2,7
"6438","GGA2",5,4,5,3
"6439","GGA3",6,3,4,6
"6440","GGACT",5,4,3,2
"6441","GGCT",4,7,7,7
"6442","GGCX",6,3,3,7
"6443","GGH",6,3,6,5
"6444","GGN",4,7,1,7
"6445","GGNBP1",6,5,3,7
"6446","GGNBP2",7,7,7,3
"6447","GGPS1",7,5,7,6
"6448","GGT1",5,2,7,7
"6449","GGT5",5,4,7,6
"6450","GGT6",1,2,4,1
"6451","GGT7",6,3,7,3
"6452","GGT8P",4,6,6,5
"6453","GGTA1P",4,4,5,7
"6454","GH1",7,2,1,5
"6455","GH2",6,4,6,5
"6456","GHDC",4,3,1,7
